PassengerId,Age,SibSp,Parch,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Survived
136,23.0,0,0,0,1,0,1,0,0,0,1,0
137,19.0,0,2,1,0,0,0,0,1,1,0,1
138,37.0,1,0,1,0,0,0,0,1,0,1,0
139,16.0,0,0,0,0,1,0,0,1,0,1,0
140,24.0,0,0,1,0,0,1,0,0,0,1,0
141,29.9,0,2,0,0,1,1,0,0,1,0,0
142,22.0,0,0,0,0,1,0,0,1,1,0,1
143,24.0,1,0,0,0,1,0,0,1,1,0,1
144,19.0,0,0,0,0,1,0,1,0,0,1,0
145,18.0,0,0,0,1,0,0,0,1,0,1,0
146,19.0,1,1,0,1,0,0,0,1,0,1,0
147,27.0,0,0,0,0,1,0,0,1,0,1,1
148,9.0,2,2,0,0,1,0,0,1,1,0,0
149,36.5,0,2,0,1,0,0,0,1,0,1,0
150,42.0,0,0,0,1,0,0,0,1,0,1,0
151,51.0,0,0,0,1,0,0,0,1,0,1,0
152,22.0,1,0,1,0,0,0,0,1,1,0,1
153,55.5,0,0,0,0,1,0,0,1,0,1,0
154,40.5,0,2,0,0,1,0,0,1,0,1,0
155,29.9,0,0,0,0,1,0,0,1,0,1,0
156,51.0,0,1,1,0,0,1,0,0,0,1,0
157,16.0,0,0,0,0,1,0,1,0,1,0,1
158,30.0,0,0,0,0,1,0,0,1,0,1,0
159,29.9,0,0,0,0,1,0,0,1,0,1,0
160,29.9,8,2,0,0,1,0,0,1,0,1,0
161,44.0,0,1,0,0,1,0,0,1,0,1,0
162,40.0,0,0,0,1,0,0,0,1,1,0,1
163,26.0,0,0,0,0,1,0,0,1,0,1,0
164,17.0,0,0,0,0,1,0,0,1,0,1,0
165,1.0,4,1,0,0,1,0,0,1,0,1,0
166,9.0,0,2,0,0,1,0,0,1,0,1,1
167,29.9,0,1,1,0,0,0,0,1,1,0,1
168,45.0,1,4,0,0,1,0,0,1,1,0,0
169,29.9,0,0,1,0,0,0,0,1,0,1,0
170,28.0,0,0,0,0,1,0,0,1,0,1,0
171,61.0,0,0,1,0,0,0,0,1,0,1,0
172,4.0,4,1,0,0,1,0,1,0,0,1,0
173,1.0,1,1,0,0,1,0,0,1,1,0,1
174,21.0,0,0,0,0,1,0,0,1,0,1,0
175,56.0,0,0,1,0,0,1,0,0,0,1,0
176,18.0,1,1,0,0,1,0,0,1,0,1,0
177,29.9,3,1,0,0,1,0,0,1,0,1,0
178,50.0,0,0,1,0,0,1,0,0,1,0,0
179,30.0,0,0,0,1,0,0,0,1,0,1,0
180,36.0,0,0,0,0,1,0,0,1,0,1,0
181,29.9,8,2,0,0,1,0,0,1,1,0,0
182,29.9,0,0,0,1,0,1,0,0,0,1,0
183,9.0,4,2,0,0,1,0,0,1,0,1,0
184,1.0,2,1,0,1,0,0,0,1,0,1,1
185,4.0,0,2,0,0,1,0,0,1,1,0,1
186,29.9,0,0,1,0,0,0,0,1,0,1,0
187,29.9,1,0,0,0,1,0,1,0,1,0,1
188,45.0,0,0,1,0,0,0,0,1,0,1,1
189,40.0,1,1,0,0,1,0,1,0,0,1,0
190,36.0,0,0,0,0,1,0,0,1,0,1,0
191,32.0,0,0,0,1,0,0,0,1,1,0,1
192,19.0,0,0,0,1,0,0,0,1,0,1,0
193,19.0,1,0,0,0,1,0,0,1,1,0,1
194,3.0,1,1,0,1,0,0,0,1,0,1,1
195,44.0,0,0,1,0,0,1,0,0,1,0,1
196,58.0,0,0,1,0,0,1,0,0,1,0,1
197,29.9,0,0,0,0,1,0,1,0,0,1,0
198,42.0,0,1,0,0,1,0,0,1,0,1,0
199,29.9,0,0,0,0,1,0,1,0,1,0,1
200,24.0,0,0,0,1,0,0,0,1,1,0,0
201,28.0,0,0,0,0,1,0,0,1,0,1,0
202,29.9,8,2,0,0,1,0,0,1,0,1,0
203,34.0,0,0,0,0,1,0,0,1,0,1,0
204,45.5,0,0,0,0,1,1,0,0,0,1,0
205,18.0,0,0,0,0,1,0,0,1,0,1,1
206,2.0,0,1,0,0,1,0,0,1,1,0,0
207,32.0,1,0,0,0,1,0,0,1,0,1,0
208,26.0,0,0,0,0,1,1,0,0,0,1,1
209,16.0,0,0,0,0,1,0,1,0,1,0,1
210,40.0,0,0,1,0,0,1,0,0,0,1,1
211,24.0,0,0,0,0,1,0,0,1,0,1,0
212,35.0,0,0,0,1,0,0,0,1,1,0,1
213,22.0,0,0,0,0,1,0,0,1,0,1,0
214,30.0,0,0,0,1,0,0,0,1,0,1,0
215,29.9,1,0,0,0,1,0,1,0,0,1,0
216,31.0,1,0,1,0,0,1,0,0,1,0,1
217,27.0,0,0,0,0,1,0,0,1,1,0,1
218,42.0,1,0,0,1,0,0,0,1,0,1,0
219,32.0,0,0,1,0,0,1,0,0,1,0,1
220,30.0,0,0,0,1,0,0,0,1,0,1,0
221,16.0,0,0,0,0,1,0,0,1,0,1,1
222,27.0,0,0,0,1,0,0,0,1,0,1,0
223,51.0,0,0,0,0,1,0,0,1,0,1,0
224,29.9,0,0,0,0,1,0,0,1,0,1,0
225,38.0,1,0,1,0,0,0,0,1,0,1,1
226,22.0,0,0,0,0,1,0,0,1,0,1,0
227,19.0,0,0,0,1,0,0,0,1,0,1,1
228,20.5,0,0,0,0,1,0,0,1,0,1,0
229,18.0,0,0,0,1,0,0,0,1,0,1,0
230,29.9,3,1,0,0,1,0,0,1,1,0,0
231,35.0,1,0,1,0,0,0,0,1,1,0,1
232,29.0,0,0,0,0,1,0,0,1,0,1,0
233,59.0,0,0,0,1,0,0,0,1,0,1,0
234,5.0,4,2,0,0,1,0,0,1,1,0,1
235,24.0,0,0,0,1,0,0,0,1,0,1,0
236,29.9,0,0,0,0,1,0,0,1,1,0,0
237,44.0,1,0,0,1,0,0,0,1,0,1,0
238,8.0,0,2,0,1,0,0,0,1,1,0,1
239,19.0,0,0,0,1,0,0,0,1,0,1,0
240,33.0,0,0,0,1,0,0,0,1,0,1,0
241,29.9,1,0,0,0,1,1,0,0,1,0,0
242,29.9,1,0,0,0,1,0,1,0,1,0,1
243,29.0,0,0,0,1,0,0,0,1,0,1,0
244,22.0,0,0,0,0,1,0,0,1,0,1,0
245,30.0,0,0,0,0,1,1,0,0,0,1,0
246,44.0,2,0,1,0,0,0,1,0,0,1,0
247,25.0,0,0,0,0,1,0,0,1,1,0,0
248,24.0,0,2,0,1,0,0,0,1,1,0,1
249,37.0,1,1,1,0,0,0,0,1,0,1,1
250,54.0,1,0,0,1,0,0,0,1,0,1,0
251,29.9,0,0,0,0,1,0,0,1,0,1,0
252,29.0,1,1,0,0,1,0,0,1,1,0,0
253,62.0,0,0,1,0,0,0,0,1,0,1,0
254,30.0,1,0,0,0,1,0,0,1,0,1,0
255,41.0,0,2,0,0,1,0,0,1,1,0,0
256,29.0,0,2,0,0,1,1,0,0,1,0,1
257,29.9,0,0,1,0,0,1,0,0,1,0,1
258,30.0,0,0,1,0,0,0,0,1,1,0,1
259,35.0,0,0,1,0,0,1,0,0,1,0,1
260,50.0,0,1,0,1,0,0,0,1,1,0,1
261,29.9,0,0,0,0,1,0,1,0,0,1,0
262,3.0,4,2,0,0,1,0,0,1,0,1,1
263,52.0,1,1,1,0,0,0,0,1,0,1,0
264,40.0,0,0,1,0,0,0,0,1,0,1,0
265,29.9,0,0,0,0,1,0,1,0,1,0,0
266,36.0,0,0,0,1,0,0,0,1,0,1,0
267,16.0,4,1,0,0,1,0,0,1,0,1,0
268,25.0,1,0,0,0,1,0,0,1,0,1,1
269,58.0,0,1,1,0,0,0,0,1,1,0,1
270,35.0,0,0,1,0,0,0,0,1,1,0,1
271,29.9,0,0,1,0,0,0,0,1,0,1,0
272,25.0,0,0,0,0,1,0,0,1,0,1,1
273,41.0,0,1,0,1,0,0,0,1,1,0,1
274,37.0,0,1,1,0,0,1,0,0,0,1,0
275,29.9,0,0,0,0,1,0,1,0,1,0,1
276,63.0,1,0,1,0,0,0,0,1,1,0,1
277,45.0,0,0,0,0,1,0,0,1,1,0,0
278,29.9,0,0,0,1,0,0,0,1,0,1,0
279,7.0,4,1,0,0,1,0,1,0,0,1,0
280,35.0,1,1,0,0,1,0,0,1,1,0,1
281,65.0,0,0,0,0,1,0,1,0,0,1,0
282,28.0,0,0,0,0,1,0,0,1,0,1,0
283,16.0,0,0,0,0,1,0,0,1,0,1,0
284,19.0,0,0,0,0,1,0,0,1,0,1,1
285,29.9,0,0,1,0,0,0,0,1,0,1,0
286,33.0,0,0,0,0,1,1,0,0,0,1,0
287,30.0,0,0,0,0,1,0,0,1,0,1,1
288,22.0,0,0,0,0,1,0,0,1,0,1,0
289,42.0,0,0,0,1,0,0,0,1,0,1,1
290,22.0,0,0,0,0,1,0,1,0,1,0,1
291,26.0,0,0,1,0,0,0,0,1,1,0,1
292,19.0,1,0,1,0,0,1,0,0,1,0,1
293,36.0,0,0,0,1,0,1,0,0,0,1,0
294,24.0,0,0,0,0,1,0,0,1,1,0,0
295,24.0,0,0,0,0,1,0,0,1,0,1,0
296,29.9,0,0,1,0,0,1,0,0,0,1,0
297,23.5,0,0,0,0,1,1,0,0,0,1,0
298,2.0,1,2,1,0,0,0,0,1,1,0,0
299,29.9,0,0,1,0,0,0,0,1,0,1,1
300,50.0,0,1,1,0,0,1,0,0,1,0,1
301,29.9,0,0,0,0,1,0,1,0,1,0,1
302,29.9,2,0,0,0,1,0,1,0,0,1,1
303,19.0,0,0,0,0,1,0,0,1,0,1,0
304,29.9,0,0,0,1,0,0,1,0,1,0,1
305,29.9,0,0,0,0,1,0,0,1,0,1,0
306,0.92,1,2,1,0,0,0,0,1,0,1,1
307,29.9,0,0,1,0,0,1,0,0,1,0,1
308,17.0,1,0,1,0,0,1,0,0,1,0,1
309,30.0,1,0,0,1,0,1,0,0,0,1,0
310,30.0,0,0,1,0,0,1,0,0,1,0,1
311,24.0,0,0,1,0,0,1,0,0,1,0,1
312,18.0,2,2,1,0,0,1,0,0,1,0,1
313,26.0,1,1,0,1,0,0,0,1,1,0,0
314,28.0,0,0,0,0,1,0,0,1,0,1,0
315,43.0,1,1,0,1,0,0,0,1,0,1,0
316,26.0,0,0,0,0,1,0,0,1,1,0,1
317,24.0,1,0,0,1,0,0,0,1,1,0,1
318,54.0,0,0,0,1,0,0,0,1,0,1,0
319,31.0,0,2,1,0,0,0,0,1,1,0,1
320,40.0,1,1,1,0,0,1,0,0,1,0,1
321,22.0,0,0,0,0,1,0,0,1,0,1,0
322,27.0,0,0,0,0,1,0,0,1,0,1,0
323,30.0,0,0,0,1,0,0,1,0,1,0,1
324,22.0,1,1,0,1,0,0,0,1,1,0,1
325,29.9,8,2,0,0,1,0,0,1,0,1,0
326,36.0,0,0,1,0,0,1,0,0,1,0,1
327,61.0,0,0,0,0,1,0,0,1,0,1,0
328,36.0,0,0,0,1,0,0,0,1,1,0,1
329,31.0,1,1,0,0,1,0,0,1,1,0,1
330,16.0,0,1,1,0,0,1,0,0,1,0,1
331,29.9,2,0,0,0,1,0,1,0,1,0,1
332,45.5,0,0,1,0,0,0,0,1,0,1,0
333,38.0,0,1,1,0,0,0,0,1,0,1,0
334,16.0,2,0,0,0,1,0,0,1,0,1,0
335,29.9,1,0,1,0,0,0,0,1,1,0,1
336,29.9,0,0,0,0,1,0,0,1,0,1,0
337,29.0,1,0,1,0,0,0,0,1,0,1,0
338,41.0,0,0,1,0,0,1,0,0,1,0,1
339,45.0,0,0,0,0,1,0,0,1,0,1,1
340,45.0,0,0,1,0,0,0,0,1,0,1,0
341,2.0,1,1,0,1,0,0,0,1,0,1,1
342,24.0,3,2,1,0,0,0,0,1,1,0,1
343,28.0,0,0,0,1,0,0,0,1,0,1,0
344,25.0,0,0,0,1,0,0,0,1,0,1,0
345,36.0,0,0,0,1,0,0,0,1,0,1,0
346,24.0,0,0,0,1,0,0,0,1,1,0,1
347,40.0,0,0,0,1,0,0,0,1,1,0,1
348,29.9,1,0,0,0,1,0,0,1,1,0,1
349,3.0,1,1,0,0,1,0,0,1,0,1,1
350,42.0,0,0,0,0,1,0,0,1,0,1,0
351,23.0,0,0,0,0,1,0,0,1,0,1,0
352,29.9,0,0,1,0,0,0,0,1,0,1,0
353,15.0,1,1,0,0,1,1,0,0,0,1,0
354,25.0,1,0,0,0,1,0,0,1,0,1,0
355,29.9,0,0,0,0,1,1,0,0,0,1,0
356,28.0,0,0,0,0,1,0,0,1,0,1,0
357,22.0,0,1,1,0,0,0,0,1,1,0,1
358,38.0,0,0,0,1,0,0,0,1,1,0,0
359,29.9,0,0,0,0,1,0,1,0,1,0,1
360,29.9,0,0,0,0,1,0,1,0,1,0,1
361,40.0,1,4,0,0,1,0,0,1,0,1,0
362,29.0,1,0,0,1,0,1,0,0,0,1,0
363,45.0,0,1,0,0,1,1,0,0,1,0,0
364,35.0,0,0,0,0,1,0,0,1,0,1,0
365,29.9,1,0,0,0,1,0,1,0,0,1,0
366,30.0,0,0,0,0,1,0,0,1,0,1,0
367,60.0,1,0,1,0,0,1,0,0,1,0,1
368,29.9,0,0,0,0,1,1,0,0,1,0,1
369,29.9,0,0,0,0,1,0,1,0,1,0,1
370,24.0,0,0,1,0,0,1,0,0,1,0,1
371,25.0,1,0,1,0,0,1,0,0,0,1,1
372,18.0,1,0,0,0,1,0,0,1,0,1,0
373,19.0,0,0,0,0,1,0,0,1,0,1,0
374,22.0,0,0,1,0,0,1,0,0,0,1,0
375,3.0,3,1,0,0,1,0,0,1,1,0,0
376,29.9,1,0,1,0,0,1,0,0,1,0,1
377,22.0,0,0,0,0,1,0,0,1,1,0,1
378,27.0,0,2,1,0,0,1,0,0,0,1,0
379,20.0,0,0,0,0,1,1,0,0,0,1,0
380,19.0,0,0,0,0,1,0,0,1,0,1,0
381,42.0,0,0,1,0,0,1,0,0,1,0,1
382,1.0,0,2,0,0,1,1,0,0,1,0,1
383,32.0,0,0,0,0,1,0,0,1,0,1,0
384,35.0,1,0,1,0,0,0,0,1,1,0,1
385,29.9,0,0,0,0,1,0,0,1,0,1,0
386,18.0,0,0,0,1,0,0,0,1,0,1,0
387,1.0,5,2,0,0,1,0,0,1,0,1,0
388,36.0,0,0,0,1,0,0,0,1,1,0,1
389,29.9,0,0,0,0,1,0,1,0,0,1,0
390,17.0,0,0,0,1,0,1,0,0,1,0,1
391,36.0,1,2,1,0,0,0,0,1,0,1,1
392,21.0,0,0,0,0,1,0,0,1,0,1,1
393,28.0,2,0,0,0,1,0,0,1,0,1,0
394,23.0,1,0,1,0,0,1,0,0,1,0,1
395,24.0,0,2,0,0,1,0,0,1,1,0,1
396,22.0,0,0,0,0,1,0,0,1,0,1,0
397,31.0,0,0,0,0,1,0,0,1,1,0,0
398,46.0,0,0,0,1,0,0,0,1,0,1,0
399,23.0,0,0,0,1,0,0,0,1,0,1,0
400,28.0,0,0,0,1,0,0,0,1,1,0,1
401,39.0,0,0,0,0,1,0,0,1,0,1,1
402,26.0,0,0,0,0,1,0,0,1,0,1,0
403,21.0,1,0,0,0,1,0,0,1,1,0,0
404,28.0,1,0,0,0,1,0,0,1,0,1,0
405,20.0,0,0,0,0,1,0,0,1,1,0,0
406,34.0,1,0,0,1,0,0,0,1,0,1,0
407,51.0,0,0,0,0,1,0,0,1,0,1,0
408,3.0,1,1,0,1,0,0,0,1,0,1,1
409,21.0,0,0,0,0,1,0,0,1,0,1,0
410,29.9,3,1,0,0,1,0,0,1,1,0,0
411,29.9,0,0,0,0,1,0,0,1,0,1,0
412,29.9,0,0,0,0,1,0,1,0,0,1,0
413,33.0,1,0,1,0,0,0,1,0,1,0,1
414,29.9,0,0,0,1,0,0,0,1,0,1,0
415,44.0,0,0,0,0,1,0,0,1,0,1,1
416,29.9,0,0,0,0,1,0,0,1,1,0,0
417,34.0,1,1,0,1,0,0,0,1,1,0,1
418,18.0,0,2,0,1,0,0,0,1,1,0,1
419,30.0,0,0,0,1,0,0,0,1,0,1,0
420,10.0,0,2,0,0,1,0,0,1,1,0,0
421,29.9,0,0,0,0,1,1,0,0,0,1,0
422,21.0,0,0,0,0,1,0,1,0,0,1,0
423,29.0,0,0,0,0,1,0,0,1,0,1,0
424,28.0,1,1,0,0,1,0,0,1,1,0,0
425,18.0,1,1,0,0,1,0,0,1,0,1,0
426,29.9,0,0,0,0,1,0,0,1,0,1,0
427,28.0,1,0,0,1,0,0,0,1,1,0,1
428,19.0,0,0,0,1,0,0,0,1,1,0,1
429,29.9,0,0,0,0,1,0,1,0,0,1,0
430,32.0,0,0,0,0,1,0,0,1,0,1,1
431,28.0,0,0,1,0,0,0,0,1,0,1,1
432,29.9,1,0,0,0,1,0,0,1,1,0,1
433,42.0,1,0,0,1,0,0,0,1,1,0,1
434,17.0,0,0,0,0,1,0,0,1,0,1,0
435,50.0,1,0,1,0,0,0,0,1,0,1,0
436,14.0,1,2,1,0,0,0,0,1,1,0,1
437,21.0,2,2,0,0,1,0,0,1,1,0,0
438,24.0,2,3,0,1,0,0,0,1,1,0,1
439,64.0,1,4,1,0,0,0,0,1,0,1,0
440,31.0,0,0,0,1,0,0,0,1,0,1,0
441,45.0,1,1,0,1,0,0,0,1,1,0,1
442,20.0,0,0,0,0,1,0,0,1,0,1,0
443,25.0,1,0,0,0,1,0,0,1,0,1,0
444,28.0,0,0,0,1,0,0,0,1,1,0,1
445,29.9,0,0,0,0,1,0,0,1,0,1,1
446,4.0,0,2,1,0,0,0,0,1,0,1,1
447,13.0,0,1,0,1,0,0,0,1,1,0,1
448,34.0,0,0,1,0,0,0,0,1,0,1,1
449,5.0,2,1,0,0,1,1,0,0,1,0,1
450,52.0,0,0,1,0,0,0,0,1,0,1,1
451,36.0,1,2,0,1,0,0,0,1,0,1,0
452,29.9,1,0,0,0,1,0,0,1,0,1,0
453,30.0,0,0,1,0,0,1,0,0,0,1,0
454,49.0,1,0,1,0,0,1,0,0,0,1,1
455,29.9,0,0,0,0,1,0,0,1,0,1,0
456,29.0,0,0,0,0,1,1,0,0,0,1,1
457,65.0,0,0,1,0,0,0,0,1,0,1,0
458,29.9,1,0,1,0,0,0,0,1,1,0,1
459,50.0,0,0,0,1,0,0,0,1,1,0,1
460,29.9,0,0,0,0,1,0,1,0,0,1,0
461,48.0,0,0,1,0,0,0,0,1,0,1,1
462,34.0,0,0,0,0,1,0,0,1,0,1,0
463,47.0,0,0,1,0,0,0,0,1,0,1,0
464,48.0,0,0,0,1,0,0,0,1,0,1,0
465,29.9,0,0,0,0,1,0,0,1,0,1,0
466,38.0,0,0,0,0,1,0,0,1,0,1,0
467,29.9,0,0,0,1,0,0,0,1,0,1,0
468,56.0,0,0,1,0,0,0,0,1,0,1,0
469,29.9,0,0,0,0,1,0,1,0,0,1,0
470,0.75,2,1,0,0,1,1,0,0,1,0,1
471,29.9,0,0,0,0,1,0,0,1,0,1,0
472,38.0,0,0,0,0,1,0,0,1,0,1,0
473,33.0,1,2,0,1,0,0,0,1,1,0,1
474,23.0,0,0,0,1,0,1,0,0,1,0,1
475,22.0,0,0,0,0,1,0,0,1,1,0,0
476,29.9,0,0,1,0,0,0,0,1,0,1,0
477,34.0,1,0,0,1,0,0,0,1,0,1,0
478,29.0,1,0,0,0,1,0,0,1,0,1,0
479,22.0,0,0,0,0,1,0,0,1,0,1,0
480,2.0,0,1,0,0,1,0,0,1,1,0,1
481,9.0,5,2,0,0,1,0,0,1,0,1,0
482,29.9,0,0,0,1,0,0,0,1,0,1,0
483,50.0,0,0,0,0,1,0,0,1,0,1,0
484,63.0,0,0,0,0,1,0,0,1,1,0,1
485,25.0,1,0,1,0,0,1,0,0,0,1,1
486,29.9,3,1,0,0,1,0,0,1,1,0,0
487,35.0,1,0,1,0,0,0,0,1,1,0,1
488,58.0,0,0,1,0,0,1,0,0,0,1,0
489,30.0,0,0,0,0,1,0,0,1,0,1,0
490,9.0,1,1,0,0,1,0,0,1,0,1,1
491,29.9,1,0,0,0,1,0,0,1,0,1,0
492,21.0,0,0,0,0,1,0,0,1,0,1,0
493,55.0,0,0,1,0,0,0,0,1,0,1,0
494,71.0,0,0,1,0,0,1,0,0,0,1,0
